1|3|2021-09-23|2021-12-31|816666.66666667
2|3|2021-12-31|2022-12-31|3000000
3|3|2022-12-31|2023-12-31|3000000
4|3|2023-12-31|2024-12-31|3000000
5|3|2024-12-31|2025-12-31|3000000
6|3|2025-12-31|2026-12-31|3000000
7|3|2026-12-31|2027-12-31|3000000
8|3|2027-12-31|2028-12-31|3000000
9|3|2028-12-31|2029-12-31|3000000
10|3|2029-12-31|2030-12-31|3000000
11|3|2030-12-31|2030-9-22|2183333.3333333
